natural_language_command,main_command,argument
modify volume up if you could,media_control,volume up
"hey, look up travel destinations for me",web_search,travel destinations
"hey, find restaurant reviews for me",web_search,restaurant reviews
reset volume up as soon as possible,media_control,volume up
i want to work with illustrator. access it please,open_application,illustrator
"i need python idle as soon as possible, can you exit from it",close_application,python idle
do you think you could get spotify when you can,open_application,spotify
"i need movie showtimes right now, can you search for it",web_search,movie showtimes
interested in system temperature - please update me on it,system_status,system temperature
"i need winamp quickly, can you fire up it",open_application,winamp
i'd like you to investigate weather updates,web_search,weather updates
initialize jupyter immediately,open_application,jupyter
"want to learn about book recommendations, could you browse for it",web_search,book recommendations
"need to check something in itunes, could you begin it",open_application,itunes
reset balance immediately,media_control,balance
hey could you shutdown brave,close_application,brave
gotta use teams - please get it,open_application,teams
would it be possible to browse for fitness routines,web_search,fitness routines
"hey, activate jupyter for me",open_application,jupyter
wondering about battery - please provide details about it,system_status,battery
finished using brave. be done with it please,close_application,brave
i'd like you to hunt down travel destinations if you could,web_search,travel destinations
"hey, quit sublime text for me",close_application,sublime text
"i need unmute right now, can you fix it",media_control,unmute
"need to check something in illustrator, could you access it",open_application,illustrator
"i need teams at once, can you stop it",close_application,teams
it would be great if you could commence with atom quickly,open_application,atom
"want to learn about restaurant reviews, could you gather info about it",web_search,restaurant reviews
"i need spotify right now, can you activate it",open_application,spotify
let's work with vscode. access it please,open_application,vscode
"need to check something in slack, could you get started with it",open_application,slack
"finished with powerpoint, could you finish with it",close_application,powerpoint
"hey, search for weather updates for me",web_search,weather updates
excuse me can you change treble,media_control,treble
"concerned about processor load, could you provide details about it",system_status,processor load
"i need volume down if you could, can you tweak it",media_control,volume down
get me details on weather updates at once,web_search,weather updates
i was wondering if you could wrap up excel when you can,close_application,excel
"hey, seek tech reviews for me",web_search,tech reviews
concerned about system resources - please update me on it,system_status,system resources
do you mind if you access excel,open_application,excel
"i need powerpoint quickly, can you bring up it",open_application,powerpoint
would it be possible to show cpu usage as soon as possible,system_status,cpu usage
when you get a chance find travel destinations at once,web_search,travel destinations
"i need spotify if you could, can you commence with it",open_application,spotify
do you think you could find music albums right now,web_search,music albums
"hey, what's the ram usage for me",system_status,ram usage
"want to learn about music albums, could you find it",web_search,music albums
hunt down travel destinations right now,web_search,travel destinations
concerned about storage space - please let me know about it,system_status,storage space
"gotta use python idle, could you initiate it",open_application,python idle
control unmute as soon as possible,media_control,unmute
finished with brave - please halt it,close_application,brave
i'd like you to fire up gimp as soon as possible,open_application,gimp
done for now with skype - please end it,close_application,skype
"i need shopping deals as soon as possible, can you browse for it",web_search,shopping deals
alter balance when you can,media_control,balance
finished using edge - please end it,close_application,edge
update me on processor load quickly,system_status,processor load
when you get a chance kill gimp,close_application,gimp
finished with safari - please stop it,close_application,safari
looking to find health tips - please locate it,web_search,health tips
no longer need discord - please exit from it,close_application,discord
"i need coding tutorials immediately, can you look up it",web_search,coding tutorials
i need information about weather updates. search for it please,web_search,weather updates
"hey, shut down skype for me",close_application,skype
it would be great if you could tweak playback speed if you could,media_control,playback speed
do you mind if you get brave,open_application,brave
gotta use powerpoint. pull up it please,open_application,powerpoint
halt rstudio right now,close_application,rstudio
hi i need you to wrap up inkscape when you can,close_application,inkscape
"i need network status immediately, can you what are the details of it",system_status,network status
want to check cpu usage - please let me know about it,system_status,cpu usage
shutdown itunes right now,close_application,itunes
manage volume up if you could,media_control,volume up
i'd appreciate if you could tell me about battery right now,system_status,battery
would it be possible to change brightness down,media_control,brightness down
can't hear anything volume up. modify it please,media_control,volume up
update brightness up if you could,media_control,brightness up
hunt down job openings quickly,web_search,job openings
"hey, wrap up python idle for me",close_application,python idle
"curious about processor load, could you provide details about it",system_status,processor load
"need to check something in outlook, could you launch it",open_application,outlook
discontinue excel right now,close_application,excel
when you get a chance hunt down music albums,web_search,music albums
shut down sublime text at once,close_application,sublime text
it would be great if you could browse for weather updates,web_search,weather updates
done for now with slack. shut down it please,close_application,slack
"i need sublime text right now, can you initiate it",open_application,sublime text
finished with photoshop - please halt it,close_application,photoshop
curious about network status - please give me info on it,system_status,network status
finished with atom - please shutdown it,close_application,atom
need it louder unmute. adjust it please,media_control,unmute
i'm done with winamp - please end it,close_application,winamp
i'm done with vscode. be done with it please,close_application,vscode
"hey, shutdown gimp for me",close_application,gimp
"hey, browse for restaurant reviews for me",web_search,restaurant reviews
finished using firefox. wrap up it please,close_application,firefox
seek online courses as soon as possible,web_search,online courses
"it's too loud treble, could you reset it",media_control,treble
need to check something in spotify. bring up it please,open_application,spotify
do you think you could discontinue rstudio,close_application,rstudio
"i need rstudio immediately, can you boot up it",open_application,rstudio
it's too loud playback speed - please fix it,media_control,playback speed
"need to know more about recipes, could you get me details on it",web_search,recipes
curious about disk space. how's the it please,system_status,disk space
can't hear anything unmute. adjust it please,media_control,unmute
want to check system resources. show it please,system_status,system resources
would you be able to stop teams quickly,close_application,teams
"i'm done with sublime text, could you stop it",close_application,sublime text
"time to use rstudio, could you get started with it",open_application,rstudio
"hey, show system temperature for me",system_status,system temperature
looking to find coding tutorials. investigate it please,web_search,coding tutorials
"i need brightness down when you can, can you update it",media_control,brightness down
launch word when you can,open_application,word
"i need tech reviews at once, can you browse for it",web_search,tech reviews
"i need rstudio quickly, can you discontinue it",close_application,rstudio
"i need movie showtimes when you can, can you investigate it",web_search,movie showtimes
"need to check something in winamp, could you bring up it",open_application,winamp
"hey, let me know about cpu usage for me",system_status,cpu usage
finished with vscode. terminate it please,close_application,vscode
finished using gimp - please shutdown it,close_application,gimp
hey could you locate travel destinations at once,web_search,travel destinations
do you mind if you end gimp,close_application,gimp
how's the system temperature as soon as possible,system_status,system temperature
done for now with outlook. exit from it please,close_application,outlook
no longer need brave - please exit from it,close_application,brave
i'd appreciate if you could search for recipes,web_search,recipes
gotta use photoshop. pull up it please,open_application,photoshop
hi i need you to activate edge quickly,open_application,edge
do you think you could search for fitness routines as soon as possible,web_search,fitness routines
trying to find music albums - please gather info about it,web_search,music albums
can't hear anything treble - please fix it,media_control,treble
"no longer need brave, could you wrap up it",close_application,brave
terminate chrome immediately,close_application,chrome
hi i need you to shut down atom,close_application,atom
screen's too bright balance - please manage it,media_control,balance
i'd like you to get me details on health tips if you could,web_search,health tips
tweak brightness up at once,media_control,brightness up
"i need safari when you can, can you get it",open_application,safari
time to use slack - please load it,open_application,slack
"looking to find restaurant reviews, could you look up it",web_search,restaurant reviews
regulate brightness down right now,media_control,brightness down
would you be able to terminate jupyter,close_application,jupyter
"i need notepad++ at once, can you be done with it",close_application,notepad++
do you think you could change bass level quickly,media_control,bass level
trying to find job openings - please search for it,web_search,job openings
want to learn about music albums - please search for it,web_search,music albums
would you be able to get started with illustrator at once,open_application,illustrator
it would be great if you could fetch information about movie showtimes when you can,web_search,movie showtimes
display's too dark balance - please update it,media_control,balance
interested in finding music albums - please hunt down it,web_search,music albums
"hey, stop powerpoint for me",close_application,powerpoint
"display's too dark balance, could you alter it",media_control,balance
"i need storage space when you can, can you report it",system_status,storage space
interested in ram usage. tell me about it please,system_status,ram usage
finished using powerpoint. shut down it please,close_application,powerpoint
i'm done with discord - please shut down it,close_application,discord
when you get a chance tweak bass level,media_control,bass level
need to know more about fitness routines. gather info about it please,web_search,fitness routines
"too quiet playback speed, could you adjust it",media_control,playback speed
"i need mute at once, can you adjust it",media_control,mute
interested in finding shopping deals. gather info about it please,web_search,shopping deals
too quiet playback speed - please reset it,media_control,playback speed
need it louder playback speed - please tweak it,media_control,playback speed
i'm done with vlc - please close out of it,close_application,vlc
do you mind if you terminate edge as soon as possible,close_application,edge
hi i need you to fix brightness up,media_control,brightness up
hi i need you to load excel,open_application,excel
finished using firefox. finish with it please,close_application,firefox
seek online courses right now,web_search,online courses
be done with brave as soon as possible,close_application,brave
"hey, get slack for me",open_application,slack
"finished with outlook, could you discontinue it",close_application,outlook
"hey, browse for job openings for me",web_search,job openings
"hey, browse for tech reviews for me",web_search,tech reviews
hey could you locate online courses right now,web_search,online courses
"hey, boot up notepad++ for me",open_application,notepad++
reset equalizer at once,media_control,equalizer
would it be possible to exit from safari immediately,close_application,safari
i'd appreciate if you could shutdown winamp immediately,close_application,winamp
wondering about system resources. check it please,system_status,system resources
hi i need you to provide details about internet connection quickly,system_status,internet connection
launch illustrator quickly,open_application,illustrator
control treble if you could,media_control,treble
"gotta use matlab, could you boot up it",open_application,matlab
i'd appreciate if you could show disk space,system_status,disk space
i need information about music albums - please fetch information about it,web_search,music albums
"hey, hunt down tech reviews for me",web_search,tech reviews
"i need system temperature as soon as possible, can you update me on it",system_status,system temperature
trying to find health tips - please seek it,web_search,health tips
need it louder mute - please change it,media_control,mute
explore weather updates right now,web_search,weather updates
need to check something in vlc. access it please,open_application,vlc
"concerned about storage space, could you provide details about it",system_status,storage space
display's too dark mute. control it please,media_control,mute
"done for now with word, could you be done with it",close_application,word
excuse me can you monitor processor load if you could,system_status,processor load
look up coding tutorials when you can,web_search,coding tutorials
would it be possible to tweak playback speed at once,media_control,playback speed
display's too dark bass level. manage it please,media_control,bass level
change volume down if you could,media_control,volume down
"screen's too bright bass level, could you modify it",media_control,bass level
"hey, change bass level for me",media_control,bass level
when you get a chance close out of outlook quickly,close_application,outlook
do you think you could get brave,open_application,brave
"i need balance as soon as possible, can you alter it",media_control,balance
update me on system resources immediately,system_status,system resources
hey could you control equalizer,media_control,equalizer
hi i need you to explore fitness routines right now,web_search,fitness routines
when you get a chance gather info about book recommendations if you could,web_search,book recommendations
initiate winamp immediately,open_application,winamp
i need to know battery. show it please,system_status,battery
"curious about battery, could you what's the it",system_status,battery
let's work with slack - please load it,open_application,slack
quit zoom if you could,close_application,zoom
gotta use rstudio - please pull up it,open_application,rstudio
fix volume up immediately,media_control,volume up
when you get a chance bring up photoshop at once,open_application,photoshop
research news headlines quickly,web_search,news headlines
want to learn about music albums. search for it please,web_search,music albums
"hey, get started with chrome for me",open_application,chrome
hey could you control brightness down right now,media_control,brightness down
need it louder balance - please adjust it,media_control,balance
when you get a chance gather info about music albums when you can,web_search,music albums
"hey, update brightness down for me",media_control,brightness down
"hey, get started with jupyter for me",open_application,jupyter
do you think you could modify brightness up immediately,media_control,brightness up
"i need equalizer when you can, can you tweak it",media_control,equalizer
no longer need teams - please kill it,close_application,teams
"hey, fix treble for me",media_control,treble
"i need coding tutorials if you could, can you look up it",web_search,coding tutorials
done for now with vlc. discontinue it please,close_application,vlc
it would be great if you could report memory,system_status,memory
alter bass level at once,media_control,bass level
do you think you could explore job openings,web_search,job openings
it would be great if you could locate travel destinations at once,web_search,travel destinations
too quiet balance - please regulate it,media_control,balance
"curious about ram usage, could you what's the it",system_status,ram usage
can't hear anything volume down - please reset it,media_control,volume down
"curious about internet connection, could you monitor it",system_status,internet connection
i'd like you to get me details on tech reviews as soon as possible,web_search,tech reviews
"gotta use teams, could you pull up it",open_application,teams
excuse me can you display system temperature immediately,system_status,system temperature
i'd appreciate if you could initialize matlab,open_application,matlab
"i need safari at once, can you shutdown it",close_application,safari
"hey, research tech reviews for me",web_search,tech reviews
i'd appreciate if you could investigate weather updates,web_search,weather updates
do you think you could manage treble,media_control,treble
"hey, reset brightness up for me",media_control,brightness up
"interested in disk space, could you monitor it",system_status,disk space
"i need itunes as soon as possible, can you end it",close_application,itunes
it's too loud playback speed - please control it,media_control,playback speed
"too quiet equalizer, could you modify it",media_control,equalizer
what are the details of system temperature immediately,system_status,system temperature
"finished using python idle, could you stop it",close_application,python idle
"done for now with excel, could you terminate it",close_application,excel
load zoom when you can,open_application,zoom
"i need system temperature at once, can you what are the details of it",system_status,system temperature
"done working with python idle, could you close out of it",close_application,python idle
"i need rstudio right now, can you exit from it",close_application,rstudio
"i need system resources quickly, can you display it",system_status,system resources
"i need information about music albums, could you fetch information about it",web_search,music albums
want to check fan speed. check it please,system_status,fan speed
looking to find restaurant reviews. hunt down it please,web_search,restaurant reviews
"interested in finding recipes, could you fetch information about it",web_search,recipes
i need to know storage space. check it please,system_status,storage space
hi i need you to gather info about weather updates if you could,web_search,weather updates
"too quiet volume up, could you change it",media_control,volume up
adjust unmute if you could,media_control,unmute
display's too dark unmute. fix it please,media_control,unmute
hi i need you to what's the memory,system_status,memory
i need to use matlab - please launch it,open_application,matlab
get started with spotify as soon as possible,open_application,spotify
want to learn about news headlines. look up it please,web_search,news headlines
"i need fan speed at once, can you give me info on it",system_status,fan speed
time to use firefox - please get started with it,open_application,firefox
when you get a chance locate book recommendations,web_search,book recommendations
when you get a chance regulate volume down right now,media_control,volume down
screen's too bright equalizer - please change it,media_control,equalizer
it's too loud brightness down - please regulate it,media_control,brightness down
"finished with sublime text, could you finish with it",close_application,sublime text
do you think you could quit powerpoint when you can,close_application,powerpoint
would you be able to alter brightness down quickly,media_control,brightness down
initiate vlc when you can,open_application,vlc
load vlc as soon as possible,open_application,vlc
what's the system temperature when you can,system_status,system temperature
initialize discord right now,open_application,discord
it's too loud brightness down - please control it,media_control,brightness down
load sublime text when you can,open_application,sublime text
need to check something in vlc. get it please,open_application,vlc
excuse me can you modify brightness down,media_control,brightness down
"hey, investigate music albums for me",web_search,music albums
locate music albums as soon as possible,web_search,music albums
"hey, what's the cpu usage for me",system_status,cpu usage
need to check something in zoom - please fire up it,open_application,zoom
"finished using gimp, could you be done with it",close_application,gimp
do you mind if you set treble,media_control,treble
trying to find job openings - please explore it,web_search,job openings
i need to use zoom. bring up it please,open_application,zoom
i'd like you to what's the battery,system_status,battery
interested in ram usage. check it please,system_status,ram usage
locate weather updates as soon as possible,web_search,weather updates
"hey, manage volume down for me",media_control,volume down
would it be possible to quit atom at once,close_application,atom
would you be able to hunt down coding tutorials quickly,web_search,coding tutorials
let's work with powerpoint - please initiate it,open_application,powerpoint
"i need winamp at once, can you commence with it",open_application,winamp
done for now with safari - please exit from it,close_application,safari
"want to learn about weather updates, could you find it",web_search,weather updates
regulate bass level quickly,media_control,bass level
i'd appreciate if you could access firefox immediately,open_application,firefox
gotta use jupyter. initiate it please,open_application,jupyter
time to use excel - please get it,open_application,excel
i'd like you to change brightness up right now,media_control,brightness up
want to check battery. monitor it please,system_status,battery
hey could you bring up gimp,open_application,gimp
i'm done with photoshop - please shut down it,close_application,photoshop
do you mind if you commence with teams immediately,open_application,teams
i was wondering if you could exit from inkscape right now,close_application,inkscape
"wondering about battery, could you how's the it",system_status,battery
"i need treble when you can, can you alter it",media_control,treble
"can't hear anything balance, could you control it",media_control,balance
"i'm done with itunes, could you quit it",close_application,itunes
if you have a moment shutdown firefox when you can,close_application,firefox
interested in fan speed. tell me about it please,system_status,fan speed
"hey, reset treble for me",media_control,treble
excuse me can you explore restaurant reviews,web_search,restaurant reviews
interested in system temperature - please what's the it,system_status,system temperature
hi i need you to finish with teams right now,close_application,teams
"hey, kill word for me",close_application,word
"hey, initiate winamp for me",open_application,winamp
screen's too bright brightness up - please alter it,media_control,brightness up
"i need brightness down quickly, can you change it",media_control,brightness down
i was wondering if you could monitor memory,system_status,memory
"i need system temperature immediately, can you let me know about it",system_status,system temperature
would it be possible to fire up photoshop as soon as possible,open_application,photoshop
finished with sublime text. halt it please,close_application,sublime text
"hey, let me know about memory for me",system_status,memory
done for now with winamp - please finish with it,close_application,winamp
"finished with teams, could you stop it",close_application,teams
time to use powerpoint. load it please,open_application,powerpoint
"i need photoshop when you can, can you terminate it",close_application,photoshop
"i need chrome if you could, can you exit from it",close_application,chrome
"i need equalizer quickly, can you tweak it",media_control,equalizer
finished using skype. kill it please,close_application,skype
"hey, display system temperature for me",system_status,system temperature
control mute if you could,media_control,mute
"trying to find health tips, could you find it",web_search,health tips
can't hear anything unmute. tweak it please,media_control,unmute
do you think you could initiate atom at once,open_application,atom
alter volume down when you can,media_control,volume down
finished with excel - please shut down it,close_application,excel
it would be great if you could set volume up if you could,media_control,volume up
would you be able to alter mute quickly,media_control,mute
trying to find tech reviews. research it please,web_search,tech reviews
do you think you could provide details about disk space when you can,system_status,disk space
"i need storage space right now, can you what are the details of it",system_status,storage space
"i need storage space if you could, can you report it",system_status,storage space
"i need safari right now, can you get it",open_application,safari
exit from itunes as soon as possible,close_application,itunes
hi i need you to fire up matlab,open_application,matlab
"i need ram usage immediately, can you give me info on it",system_status,ram usage
done for now with vlc - please halt it,close_application,vlc
"hey, close out of jupyter for me",close_application,jupyter
hey could you fix balance when you can,media_control,balance
"i need playback speed at once, can you update it",media_control,playback speed
done working with python idle - please shutdown it,close_application,python idle
"i need network status quickly, can you report it",system_status,network status
initiate rstudio immediately,open_application,rstudio
need to check something in discord - please initiate it,open_application,discord
when you get a chance regulate brightness up right now,media_control,brightness up
"i'm done with vscode, could you wrap up it",close_application,vscode
be done with rstudio right now,close_application,rstudio
when you get a chance regulate treble if you could,media_control,treble
do you mind if you exit from matlab,close_application,matlab
i want to work with safari. begin it please,open_application,safari
too quiet playback speed. control it please,media_control,playback speed
interested in finding fitness routines - please hunt down it,web_search,fitness routines
"i need fan speed when you can, can you report it",system_status,fan speed
hi i need you to initiate matlab,open_application,matlab
too quiet mute. regulate it please,media_control,mute
"i need internet connection when you can, can you check it",system_status,internet connection
"i need vscode when you can, can you activate it",open_application,vscode
"hey, finish with spotify for me",close_application,spotify
"trying to find job openings, could you hunt down it",web_search,job openings
can't hear anything volume up. fix it please,media_control,volume up
"wondering about memory, could you let me know about it",system_status,memory
hey could you terminate excel as soon as possible,close_application,excel
i need to know storage space - please how's the it,system_status,storage space
i need to know internet connection. what are the details of it please,system_status,internet connection
gather info about fitness routines right now,web_search,fitness routines
i need to use teams. pull up it please,open_application,teams
if you have a moment modify volume up when you can,media_control,volume up
concerned about ram usage - please let me know about it,system_status,ram usage
"it's too loud volume up, could you manage it",media_control,volume up
"hey, regulate balance for me",media_control,balance
"hey, report internet connection for me",system_status,internet connection
activate powerpoint as soon as possible,open_application,powerpoint
i'm done with word - please discontinue it,close_application,word
gather info about fitness routines if you could,web_search,fitness routines
done working with teams - please exit from it,close_application,teams
i'm done with skype. halt it please,close_application,skype
concerned about network status. tell me about it please,system_status,network status
kill outlook quickly,close_application,outlook
wondering about fan speed - please how's the it,system_status,fan speed
it would be great if you could let me know about internet connection,system_status,internet connection
"hey, exit from notepad++ for me",close_application,notepad++
"hey, exit from winamp for me",close_application,winamp
would it be possible to fire up rstudio,open_application,rstudio
interested in finding job openings. hunt down it please,web_search,job openings
"i need travel destinations if you could, can you seek it",web_search,travel destinations
no longer need outlook. finish with it please,close_application,outlook
concerned about fan speed. monitor it please,system_status,fan speed
"i need brightness up as soon as possible, can you control it",media_control,brightness up
"time to use rstudio, could you initialize it",open_application,rstudio
"i need jupyter when you can, can you finish with it",close_application,jupyter
when you get a chance access atom,open_application,atom
get me details on tech reviews as soon as possible,web_search,tech reviews
"screen's too bright bass level, could you change it",media_control,bass level
quit skype if you could,close_application,skype
"i need excel immediately, can you wrap up it",close_application,excel
display's too dark unmute. reset it please,media_control,unmute
hi i need you to alter brightness down,media_control,brightness down
if you have a moment finish with spotify quickly,close_application,spotify
would it be possible to update me on disk space when you can,system_status,disk space
it's too loud brightness up. reset it please,media_control,brightness up
do you think you could pull up zoom if you could,open_application,zoom
let's work with teams - please boot up it,open_application,teams
no longer need gimp. shut down it please,close_application,gimp
i'm done with brave. kill it please,close_application,brave
"hey, gather info about tech reviews for me",web_search,tech reviews
"hey, exit from brave for me",close_application,brave
finished with python idle. terminate it please,close_application,python idle
time to use skype. initiate it please,open_application,skype
"hey, load vscode for me",open_application,vscode
initiate illustrator right now,open_application,illustrator
"i need zoom if you could, can you close out of it",close_application,zoom
"need to check something in spotify, could you initiate it",open_application,spotify
do you think you could display internet connection,system_status,internet connection
do you think you could let me know about wifi strength,system_status,wifi strength
it would be great if you could research coding tutorials,web_search,coding tutorials
can't hear anything brightness down. tweak it please,media_control,brightness down
would you be able to update brightness up immediately,media_control,brightness up
i'd appreciate if you could modify balance,media_control,balance
done working with powerpoint. discontinue it please,close_application,powerpoint
"wondering about storage space, could you provide details about it",system_status,storage space
how's the processor load if you could,system_status,processor load
monitor wifi strength quickly,system_status,wifi strength
i'd appreciate if you could search for travel destinations quickly,web_search,travel destinations
"need to check something in python idle, could you commence with it",open_application,python idle
kill firefox when you can,close_application,firefox
i was wondering if you could finish with slack as soon as possible,close_application,slack
exit from chrome when you can,close_application,chrome
want to learn about weather updates. hunt down it please,web_search,weather updates
too quiet volume down. reset it please,media_control,volume down
"i need wifi strength immediately, can you tell me about it",system_status,wifi strength
done working with sublime text. be done with it please,close_application,sublime text
hey could you how's the system temperature when you can,system_status,system temperature
"i need restaurant reviews immediately, can you get me details on it",web_search,restaurant reviews
i want to work with outlook. bring up it please,open_application,outlook
"i need volume down immediately, can you fix it",media_control,volume down
time to use slack - please bring up it,open_application,slack
looking to find shopping deals - please fetch information about it,web_search,shopping deals
i was wondering if you could fire up jupyter,open_application,jupyter
i need information about movie showtimes. locate it please,web_search,movie showtimes
want to learn about tech reviews. look up it please,web_search,tech reviews
i'd like you to shut down vlc,close_application,vlc
too quiet volume up - please change it,media_control,volume up
let's work with atom. load it please,open_application,atom
get vscode right now,open_application,vscode
when you get a chance investigate book recommendations,web_search,book recommendations
i'd like you to explore restaurant reviews,web_search,restaurant reviews
"hey, modify mute for me",media_control,mute
when you get a chance regulate treble,media_control,treble
"i need safari if you could, can you commence with it",open_application,safari
when you get a chance discontinue illustrator,close_application,illustrator
would you be able to tweak unmute when you can,media_control,unmute
show system resources quickly,system_status,system resources
regulate volume down when you can,media_control,volume down
"need to check something in excel, could you boot up it",open_application,excel
"i'm done with notepad++, could you end it",close_application,notepad++
it's too loud volume down. tweak it please,media_control,volume down
i need information about tech reviews - please find it,web_search,tech reviews
i was wondering if you could tweak treble,media_control,treble
"hey, end teams for me",close_application,teams
"curious about battery, could you show it",system_status,battery
"hey, pull up vscode for me",open_application,vscode
"can't hear anything bass level, could you change it",media_control,bass level
"curious about disk space, could you check it",system_status,disk space
"hey, stop inkscape for me",close_application,inkscape
"no longer need photoshop, could you be done with it",close_application,photoshop
browse for book recommendations right now,web_search,book recommendations
i was wondering if you could access spotify,open_application,spotify
"hey, wrap up inkscape for me",close_application,inkscape
hi i need you to be done with word immediately,close_application,word
wondering about network status - please what are the details of it,system_status,network status
"too quiet balance, could you modify it",media_control,balance
"hey, look up health tips for me",web_search,health tips
hey could you load matlab right now,open_application,matlab
"hey, control brightness down for me",media_control,brightness down
too quiet treble - please regulate it,media_control,treble
"finished with matlab, could you shutdown it",close_application,matlab
no longer need outlook - please end it,close_application,outlook
interested in battery - please display it,system_status,battery
wondering about storage space - please provide details about it,system_status,storage space
terminate skype immediately,close_application,skype
i'd like you to pull up winamp immediately,open_application,winamp
do you mind if you close out of teams right now,close_application,teams
display fan speed if you could,system_status,fan speed
"need to know more about job openings, could you browse for it",web_search,job openings
i need information about coding tutorials - please investigate it,web_search,coding tutorials
"i need memory at once, can you tell me about it",system_status,memory
excuse me can you control mute at once,media_control,mute
concerned about system temperature. display it please,system_status,system temperature
too quiet volume up - please reset it,media_control,volume up
interested in finding job openings. fetch information about it please,web_search,job openings
kill jupyter as soon as possible,close_application,jupyter
i need information about movie showtimes - please explore it,web_search,movie showtimes
if you have a moment alter brightness up at once,media_control,brightness up
"i need cpu usage quickly, can you report it",system_status,cpu usage
done for now with illustrator - please quit it,close_application,illustrator
"i need python idle when you can, can you stop it",close_application,python idle
i'm done with notepad++ - please end it,close_application,notepad++
"i need ram usage right now, can you check it",system_status,ram usage
"hey, how's the internet connection for me",system_status,internet connection
hey could you show disk space when you can,system_status,disk space
it would be great if you could find shopping deals,web_search,shopping deals
if you have a moment end inkscape quickly,close_application,inkscape
"need it louder playback speed, could you tweak it",media_control,playback speed
do you mind if you load outlook at once,open_application,outlook
would you be able to fire up powerpoint right now,open_application,powerpoint
manage volume down as soon as possible,media_control,volume down
time to use outlook. fire up it please,open_application,outlook
"i need information about book recommendations, could you research it",web_search,book recommendations
"i need to use inkscape, could you activate it",open_application,inkscape
want to check memory - please what are the details of it,system_status,memory
do you think you could change volume up immediately,media_control,volume up
"time to use chrome, could you pull up it",open_application,chrome
close out of matlab quickly,close_application,matlab
"hey, access safari for me",open_application,safari
need to know more about coding tutorials - please look up it,web_search,coding tutorials
it's too loud mute - please adjust it,media_control,mute
i'd like you to wrap up sublime text,close_application,sublime text
kill slack when you can,close_application,slack
terminate vlc immediately,close_application,vlc
fix treble right now,media_control,treble
trying to find online courses. investigate it please,web_search,online courses
"curious about fan speed, could you update me on it",system_status,fan speed
"screen's too bright brightness up, could you change it",media_control,brightness up
"hey, reset playback speed for me",media_control,playback speed
"looking to find music albums, could you locate it",web_search,music albums
time to use spotify. begin it please,open_application,spotify
"i need information about shopping deals, could you seek it",web_search,shopping deals
"i need cpu usage immediately, can you provide details about it",system_status,cpu usage
finish with powerpoint at once,close_application,powerpoint
close out of inkscape when you can,close_application,inkscape
"let's work with itunes, could you pull up it",open_application,itunes
i'd like you to get me details on tech reviews at once,web_search,tech reviews
when you get a chance research restaurant reviews if you could,web_search,restaurant reviews
it would be great if you could how's the processor load,system_status,processor load
investigate tech reviews immediately,web_search,tech reviews
it would be great if you could get me details on music albums,web_search,music albums
i need to know cpu usage. display it please,system_status,cpu usage
"hey, find health tips for me",web_search,health tips
"i need travel destinations right now, can you look up it",web_search,travel destinations
finished with vlc - please quit it,close_application,vlc
"hey, set bass level for me",media_control,bass level
"i need coding tutorials when you can, can you look up it",web_search,coding tutorials
no longer need powerpoint - please wrap up it,close_application,powerpoint
it would be great if you could exit from itunes,close_application,itunes
"too quiet bass level, could you fix it",media_control,bass level
it would be great if you could end illustrator when you can,close_application,illustrator
"screen's too bright brightness up, could you manage it",media_control,brightness up
interested in finding fitness routines - please get me details on it,web_search,fitness routines
"curious about system temperature, could you monitor it",system_status,system temperature
pull up jupyter quickly,open_application,jupyter
time to use brave. get started with it please,open_application,brave
stop safari immediately,close_application,safari
finished using matlab. finish with it please,close_application,matlab
"wondering about system resources, could you what's the it",system_status,system resources
"hey, look up job openings for me",web_search,job openings
gotta use edge. pull up it please,open_application,edge
quit inkscape if you could,close_application,inkscape
when you get a chance kill word right now,close_application,word
"time to use spotify, could you pull up it",open_application,spotify
"hey, stop outlook for me",close_application,outlook
"hey, close out of chrome for me",close_application,chrome
hey could you research coding tutorials at once,web_search,coding tutorials
"i need word as soon as possible, can you end it",close_application,word
"concerned about system temperature, could you report it",system_status,system temperature
excuse me can you exit from python idle,close_application,python idle
"i need vlc when you can, can you pull up it",open_application,vlc
"hey, explore news headlines for me",web_search,news headlines
"need to check something in notepad++, could you bring up it",open_application,notepad++
"want to check battery, could you report it",system_status,battery
"concerned about disk space, could you provide details about it",system_status,disk space
i need information about recipes - please get me details on it,web_search,recipes
do you mind if you fix bass level right now,media_control,bass level
would you be able to get started with illustrator as soon as possible,open_application,illustrator
"hey, launch vlc for me",open_application,vlc
"trying to find music albums, could you seek it",web_search,music albums
"want to check disk space, could you what are the details of it",system_status,disk space
do you think you could display disk space,system_status,disk space
would it be possible to finish with edge,close_application,edge
"i need ram usage when you can, can you check it",system_status,ram usage
concerned about fan speed - please display it,system_status,fan speed
initialize zoom as soon as possible,open_application,zoom
do you think you could hunt down fitness routines,web_search,fitness routines
boot up outlook quickly,open_application,outlook
"i need winamp when you can, can you stop it",close_application,winamp
hey could you tell me about fan speed immediately,system_status,fan speed
"i need volume down when you can, can you regulate it",media_control,volume down
i'd appreciate if you could be done with outlook,close_application,outlook
curious about network status - please check it,system_status,network status
curious about cpu usage - please let me know about it,system_status,cpu usage
i'm done with zoom. shutdown it please,close_application,zoom
control unmute quickly,media_control,unmute
looking to find tech reviews. gather info about it please,web_search,tech reviews
"i need weather updates at once, can you investigate it",web_search,weather updates
hey could you change volume down as soon as possible,media_control,volume down
